timestamp,open,high,low,close,volume
2025-07-22,117446.18,120299.24,116211.72,120013.89,98.03655584
2025-07-23,120030.46,120089.7,117411.0,118913.03,233.70383527
2025-07-24,118865.18,119557.58,117311.01,118375.0,458.07041718
2025-07-25,118375.0,118428.17,114700.0,117593.49,161.01171282
2025-07-26,117593.5,118252.19,117245.79,118000.0,28.273438
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-23,120030.46,120089.7,117411.0,118913.03,233.70383527
2025-07-24,118865.18,119557.58,117311.01,118375.0,458.07041718
2025-07-25,118375.0,118428.17,114700.0,117593.49,161.01171282
2025-07-26,117593.5,118252.19,117245.79,118000.0,28.273438
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-24,118865.18,119557.58,117311.01,118375.0,458.07041718
2025-07-25,118375.0,118428.17,114700.0,117593.49,161.01171282
2025-07-26,117593.5,118252.19,117245.79,118000.0,28.273438
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-25,118375.0,118428.17,114700.0,117593.49,161.01171282
2025-07-26,117593.5,118252.19,117245.79,118000.0,28.273438
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-26,117593.5,118252.19,117245.79,118000.0,28.273438
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-27,118000.01,119801.99,117922.15,119467.58,46.27339944
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-28,119485.14,119800.39,117504.0,117917.69,93.04972341
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-29,118058.46,119196.02,117001.83,117952.68,83.04676193
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-30,117952.69,118763.07,115801.16,117854.26,112.11054336
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-07-31,117840.27,118855.0,115565.45,115786.38,106.75547683
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-08-01,115788.96,116023.46,112750.0,113302.07,250.43104462
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
2025-08-06,114138.87,115691.8,113414.26,115055.67,49.61102681
2025-08-07,115043.72,117588.0,114352.59,117530.9,72.1729605
2025-08-08,117532.08,117685.73,115949.47,116731.41,46.36383539
2025-08-09,116731.41,117886.41,116429.87,116504.01,45.51752259
2025-08-10,116506.09,119298.57,116499.52,119298.57,58.02271681
2025-08-11,119300.0,122261.25,118148.14,118728.92,239.58799772
2025-08-12,118728.48,120265.41,118240.4,120121.2,101.58324968
2025-08-13,120137.99,123628.05,119016.27,123353.04,159.56958575
2025-08-14,123355.7,124421.53,117310.0,118387.54,297.43688442
2025-08-15,118387.54,119312.68,116881.65,117424.35,105.42048182
2025-08-16,117436.04,117972.89,117300.01,117500.0,23.39772256
2025-08-17,117479.29,118548.97,117300.01,117555.0,23.23675321
2025-08-18,117515.91,117591.57,114739.25,116251.03,113.87291569
2025-08-19,116276.25,116717.04,112802.0,112802.01,155.3688542
2025-08-20,112802.01,114447.2,112451.0,113488.13,86.05333
2025-08-02,113316.0,114046.22,112080.0,112574.1,103.38290079
2025-08-03,112574.1,114707.62,111932.21,114254.32,68.00728726
2025-08-04,114254.32,115665.67,114156.02,115103.18,73.50826991
2025-08-05,115087.09,115113.3,112727.27,114132.7,100.21621312
